identifier,value1,value2,value3,diff1,diff2,diff3,a,b,c,parabol_min,parabol_min_diff,value4,diff4
3 18  8,0.99875,1.00125,1.0,14617.51953,14614.39195,14615.95776,-1292.110036,1333.185626,14574.88217,0.5158947726,14918.77358,1.0,14615.95743
3 18  9,1.695873921,1.705873921,1.700873921,14617.80081,14614.72345,14615.95776,12174.79999,-41723.33606,50360.73534,1.713512177,14614.01281,1.713512177,14614.01281
3 18 13,-0.08667858234,-0.08767858234,-0.08717858234,14590.2786,14645.2219,14613.65997,16361103.69,2797732.351,134169.8906,-0.08549949944,14567.53247,-0.08581179651,14569.12816
3 18 14,4.685216585,4.690216585,4.687716585,14572.2733,14575.25237,14573.60371,25460.45768,-238107.0061,571266.1824,4.676015827,14570.11765,4.676015827,14570.11765
4 12  1,0.2610984244,0.2620984244,0.2615984244,14569.8876,14568.68347,14569.21223,293219.0482,-154615.406,34950.28399,0.2636517084,14567.9757,0.2636517084,14567.9757
4 12  2,1.517090752,1.518090752,1.517590752,14567.96467,14565.60016,14566.76024,88700.56429,-271586.8257,222439.7697,1.530919379,14551.00205,1.530919379,14551.00205
4 12  3,12.687727,12.700227,12.693977,14589.70696,14588.0432,14588.90694,-815.705986,20576.00564,-115161.9775,12.61239098,14594.33618,12.700227,14588.04288
3 17  1,9.875,10.125,10.0,14587.96312,14587.96312,14587.96312,,,,10.0,,10.0,
3 17  4,0.3541,0.3591,0.3566,14587.96312,14587.96312,14587.96312,,,,0.3566,,0.3566,
3 17  8,0.23895,0.24145,0.2402,14587.96312,14587.96312,14587.96312,,,,0.2402,,0.2402,
3 17  9,1.9175,1.9275,1.9225,14587.96312,14587.96312,14587.96312,,,,1.9225,,1.9225,
3 17 13,-0.1345,-0.1355,-0.135,14587.96312,14587.96312,14587.96312,,,,-0.135,,-0.135,
3 17 14,5.5964,5.6014,5.5989,14587.96312,14587.96312,14587.96312,,,,5.5989,,5.5989,
3 10  1,199.3643424,199.6143424,199.4893424,14617.43533,14559.34043,14587.96312,27.18434179,-11078.35256,1142773.225,203.7634871,14091.35075,200.0,14476.38528
3 10  4,-0.3216159551,-0.3266159551,-0.3241159551,14544.42123,14483.26494,14501.49499,1975695.41,1292940.068,226014.9205,-0.3272113863,14482.56415,-0.3272113863,14482.56415
3 10  8,0.511027376,0.513527376,0.512277376,14483.11261,14475.40074,14479.09905,100884.3337,-106446.2709,42534.23035,0.527565911,14455.51809,0.5186626498,14463.515
3 10  9,2.403085629,2.413085629,2.408085629,14458.65776,14460.26284,14459.43398,1052.83772,-4910.138428,20178.19196,2.331859097,14453.31616,2.379054772,14455.66128
3 10 13,-0.04355925401,-0.04455925401,-0.04405925401,14476.16386,14445.72694,14455.5979,21389999.73,1915291.784,57319.27554,-0.04477072951,14444.77001,-0.04477072951,14444.77001
3 10 14,4.754272653,4.759272653,4.756772653,14451.79569,14437.80719,14444.77401,4388.067772,-44543.78244,127041.1107,5.075557713,13998.84108,4.806865379,14315.64012
4 13  1,0.3140663801,0.3150663801,0.3145663801,14318.98356,14320.03057,14319.70358,-786065.9254,495586.8344,-63792.4516,0.3152323605,14320.0519,0.3140663801,14318.98324
4 13  2,1.816833613,1.817833613,1.817333613,14317.80561,14318.87076,14318.96812,-2519730.512,9159447.053,-8309534.395,1.817544974,14319.08036,1.816833613,14317.80529
4 13  3,10.05591778,10.06841778,10.06216778,14313.59564,14318.93671,14317.72551,-37358.82797,752248.8759,-3772459.186,10.06788645,14318.94694,10.05591778,14313.59532
4 13  4,1.412762979,1.413762979,1.413262979,14319.25516,14307.18272,14313.65959,-1762600.28,4969962.999,-3489087.927,1.409838367,14334.33099,1.413762979,14307.1824
5 71  1,89.75,90.25,90.0,14313.69721,14288.70575,14307.21414,-96.20253369,17266.47314,-760434.8454,89.74022033,14313.70609,90.0,14307.21382
5 71  2,13.10227937,13.60227937,13.35227937,14305.78369,14307.88778,14307.21414,-6.054476381,165.8903087,13171.61281,13.69980642,14307.94505,13.10227937,14305.78337
5 71  3,3.475256371,3.525256371,3.500256371,14308.92928,14304.31641,14305.75572,1387.390045,-9804.699084,31626.69822,3.533504915,14304.22169,3.533504915,14304.22169
5 71  5,0.0576461197,0.1076461197,0.0826461197,14311.22076,14306.29362,14303.77664,7968.883572,-1415.737366,14366.35132,0.0888290909,14303.47167,0.0888290909,14303.47167
5 71  7,1.745439393,1.795439393,1.770439393,14297.23891,14308.90391,14304.6721,-2561.099183,9301.84176,5863.976807,1.815986242,14309.98482,1.745439393,14297.23859
5 73  1,47.22589521,47.72589521,47.47589521,14297.32359,14297.3242,14297.32375,0.002249487356,-0.2123693199,14302.33592,47.20393724,14297.32327,47.20393724,14297.32327
5 73  2,0.07377179369,0.5737717937,0.3237717937,14297.33922,14297.35857,14297.34888,0.0002553805534,0.03851662052,14297.33638,-75.41024562,14295.88379,0.2,14297.34378
5 73  3,0.2949,0.3449,0.3199,14297.33035,14297.33138,14297.33087,-0.01035107562,0.027154471,14297.32325,1.311673879,14297.34074,0.2949,14297.33003
5 73  5,1.2859,1.3359,1.3109,14297.25768,14297.25772,14297.2577,-0.0009839961422,0.003379504443,14297.25496,1.7172346,14297.25754,1.2859,14297.25736
5 73  7,2.975,3.025,3.0,14297.319,14297.31758,14297.31826,0.04463164951,-0.2960717001,14297.80479,3.316835736,14297.31346,3.0,14297.31794
5 74  1,63.22188271,63.72188271,63.47188271,14297.34813,14297.36202,14297.31826,0.5889774741,-74.73923758,16668.35667,63.44829884,14297.31761,63.44829884,14297.31761
5 74  2,30.0367838,30.5367838,30.2867838,14297.41928,14297.39306,14297.34323,1.007119568,-61.05727143,15222.75163,30.31282152,14297.34222,30.31282152,14297.34222
5 74  3,0.6373607555,0.6873607555,0.6623607555,14298.18581,14298.63772,14297.32932,1731.904893,-2285.25355,15051.16721,0.6597514563,14297.31721,0.6597514563,14297.31721
5 74  5,2.378511918,2.428511918,2.403511918,14297.24375,14297.26477,14297.24405,16.34250544,-78.13852412,14390.6424,2.390653147,14297.24103,2.390653147,14297.24103
5 74  7,1.045198751,1.095198751,1.070198751,14297.30187,14297.35154,14297.30187,39.73721443,-84.06002539,14341.75077,1.057699018,14297.29534,1.057699018,14297.29534
5 95  1,89.75,90.25,90.0,14295.35429,14298.1527,14297.3208,-9.076869429,1639.433325,-59729.03606,90.30830165,14298.18323,89.75,14295.35397
5 95  2,30.8131814,31.3131814,31.0631814,14300.4835,14292.01847,14295.34464,14.50148288,-917.8544527,28814.03518,31.64691709,14290.40298,31.62631321,14290.40914
5 95  3,1.905505645,1.955505645,1.930505645,14284.56716,14284.39196,14289.42677,-7915.540393,30558.48693,-15203.85685,1.930284315,14289.42684,1.955505645,14284.39164
5 95  5,-0.015,0.035,0.01,14273.17786,14301.42621,14284.44623,4569.285093,473.5813517,14279.25349,-0.05182225906,14266.98214,0.01,14284.44591
5 95  7,1.645364072,1.695364072,1.670364072,14290.22843,14282.7331,14284.44623,3255.251354,-11024.81631,23617.37398,1.693389406,14282.72009,1.693389406,14282.72009
5102  1,22.44737448,22.94737448,22.69737448,14290.62643,14275.12154,14282.76322,1.772188368,-111.4578258,15899.58352,31.44638229,14147.11051,23.17684822,14268.30195
5102  2,15.36119291,15.86119291,15.61119291,14212.80244,14333.8792,14268.27541,81.04656862,-2288.313708,30239.77606,14.11727694,14087.39658,15.20758098,14183.74174
5102  3,2.291806851,2.341806851,2.316806851,14174.90313,14192.71477,14183.67148,219.9609008,-662.9809739,14539.00953,1.507042778,14039.43887,2.268888782,14167.10623
5102  5,-0.015,0.035,0.01,14077.85387,14299.95642,14167.19627,34734.20009,3747.36689,14126.24918,-0.05394347474,14025.17587,0.01,14167.19595
5102  7,2.915836325,2.965836325,2.940836325,14187.88518,14171.7749,14167.19627,20214.03892,-119214.5654,189936.2354,2.948806171,14165.91199,2.948806171,14165.91199
3 18  1,144.5304912,144.7804912,144.6554912,14158.94689,14163.82387,14161.3254,3.839000908,-1091.157216,91671.30398,142.114738,14136.54269,143.0851863,14140.15815
3 18  4,-0.9746267295,-0.9796267295,-0.9771267295,14187.70835,14186.3274,14181.34215,908115.6949,1774964.427,881498.8709,-0.9772787967,14181.32084,-0.9772787967,14181.32084
3 18  8,0.99875,1.00125,1.0,14182.61045,14179.71031,14181.15993,288.3784124,-1736.812227,15629.59375,3.011342308,13014.52539,1.0,14181.15962
3 18  9,1.708512177,1.718512177,1.713512177,14182.74333,14176.71485,14181.15993,-57233.78778,195538.7368,-152831.3498,1.708245639,14182.74708,1.718512177,14176.71453
3 18 13,-0.08531179651,-0.08631179651,-0.08581179651,14152.61267,14200.42805,14176.67557,-620844.2491,-154366.9002,5501.863246,-0.1243201499,15097.321,-0.08531179651,14152.61235
3 18 14,4.673515827,4.678515827,4.676015827,14151.45158,14154.47027,14152.62609,53572.91441,-500411.8526,1182707.951,4.670381088,14150.92482,4.670381088,14150.92482
4 12  1,0.2631517084,0.2641517084,0.2636517084,14148.64058,14148.23962,14148.43656,14138.55247,-7856.267309,15236.95264,0.2778313879,14145.5935,0.2667932255,14147.31616
4 12  2,1.530419379,1.531419379,1.530919379,14147.71005,14146.96648,14147.30942,115378.2063,-354013.0294,285699.1825,1.534141676,14146.11111,1.534141676,14146.11111
4 12  3,12.693977,12.706477,12.700227,14148.54884,14153.23081,14148.02625,73307.6419,-1861672.829,11833603.31,12.6976723,14147.54749,12.6976723,14147.54749
3 17  1,9.875,10.125,10.0,14148.24224,14148.24224,14148.24224,,,,10.0,,10.0,
3 17  4,0.3541,0.3591,0.3566,14148.24224,14148.24224,14148.24224,,,,0.3566,,0.3566,
3 17  8,0.23895,0.24145,0.2402,14148.24224,14148.24224,14148.24224,,,,0.2402,,0.2402,
3 17  9,1.9175,1.9275,1.9225,14148.24224,14148.24224,14148.24224,,,,1.9225,,1.9225,
3 17 13,-0.1345,-0.1355,-0.135,14148.24224,14148.24224,14148.24224,,,,-0.135,,-0.135,
3 17 14,5.5964,5.6014,5.5989,14148.24224,14148.24224,14148.24224,,,,5.5989,,5.5989,
3 10  1,199.875,200.125,200.0,14174.74147,14122.58747,14148.24224,27.02265718,-11017.67887,1136777.73,203.8600201,13745.61095,200.0,14148.24192
3 10  4,-0.3247113863,-0.3297113863,-0.3272113863,14161.08293,14136.55778,14148.24224,92498.78286,65438.34012,25656.8181,-0.3537254118,14083.21588,-0.3330085002,14122.91547
3 10  8,0.5174126498,0.5199126498,0.5186626498,14128.11252,14120.99111,14124.40607,93277.34159,-99607.51029,40694.47555,0.5339319742,14102.65793,0.5251117763,14109.91452
3 10  9,2.374054772,2.384054772,2.379054772,14104.52291,14107.51581,14105.99293,1057.165776,-4730.820316,19377.4193,2.23750164,14084.80988,2.350314225,14098.26409
3 10 13,-0.04427072951,-0.04527072951,-0.04477072951,14098.95144,14104.04612,14098.31849,12721167.86,1133977.249,39368.76655,-0.04457048527,14097.80809,-0.04457048527,14097.80809
3 10 14,4.804365379,4.809365379,4.806865379,14103.3776,14092.25079,14097.79263,3450.749329,-35399.93709,104527.6667,5.129311596,13739.01252,4.857459033,13994.03606
4 13  1,0.3135663801,0.3145663801,0.3140663801,13992.73638,13995.14661,13994.25545,-1255833.037,791240.1074,-110635.1897,0.3150259964,13995.41159,0.3135663801,13992.73606
4 13  2,1.816333613,1.817333613,1.816833613,13992.24577,13993.46534,13992.75502,402145.875,-1460044.712,1339214.029,1.815317281,13991.83007,1.815317281,13991.83007
4 13  3,10.04966778,10.06216778,10.05591778,13990.03334,13994.11739,13991.79485,7181.231502,-144101.023,736883.0597,10.03316931,13988.0783,10.03316931,13988.0783
4 13  4,1.413262979,1.414262979,1.413762979,13987.89448,13980.46718,13984.34072,-639567.5687,1800966.599,-1253835.388,1.407956475,14005.90374,1.414262979,13980.46687
5 71  1,89.75,90.25,90.0,13990.68143,13963.54617,13980.38667,-52.3659742,9371.604839,-405299.6579,89.48181508,13994.44744,90.0,13980.38636
5 71  2,12.85227937,13.35227937,13.10227937,13980.99561,13979.55252,13980.38667,-1.801700318,44.32657057,13708.90496,12.30131619,13981.54223,13.35227937,13979.55221
5 71  3,3.508504915,3.558504915,3.533504915,13981.59769,13978.0619,13979.56604,422.011427,-3053.074598,19498.53022,3.617289014,13976.6033,3.594089965,13976.83043
5 71  5,0.0638290909,0.1138290909,0.0888290909,13976.8855,13985.86637,13975.87675,8798.700144,-1383.543617,14029.34858,0.07862204612,13974.95976,0.07862204612,13974.95976
5 71  7,1.720439393,1.770439393,1.745439393,13971.41049,13980.78907,13976.12388,-38.56105109,322.1834198,13531.25075,4.177575697,14204.22325,1.720439393,13971.41018
5 73  1,46.95393724,47.45393724,47.20393724,13971.40134,13971.4012,13971.40118,0.001388330347,-0.1313567903,13974.50825,47.30746921,13971.40086,47.30746921,13971.40086
5 73  2,-0.05,0.45,0.2,13975.34318,13971.34538,13971.32719,32.2734958,-20.90499635,13974.21725,0.3238725125,13970.83166,0.3238725125,13970.83166
5 73  3,0.2699,0.3199,0.2949,13971.33439,13971.33798,13971.3362,-0.02564015158,0.08690941332,13971.3128,1.694791332,13971.38614,0.2699,13971.33408
5 73  5,1.2609,1.3109,1.2859,13971.35655,13971.3567,13971.35663,-0.003260417725,0.01123389952,13971.34757,1.722769974,13971.35694,1.2609,13971.35624
5 73  7,2.975,3.025,3.0,13971.41939,13971.41616,13971.41772,0.08875414205,-0.5971138814,13972.41027,3.363864872,13971.40565,3.0,13971.41741
5 74  1,63.19829884,63.69829884,63.44829884,13971.45989,13971.44886,13971.41772,0.586514543,-74.4487781,16333.94229,63.46712029,13971.4172,63.46712029,13971.4172
5 74  2,30.06282152,30.56282152,30.31282152,13971.50636,13971.43481,13971.40813,0.9992271972,-60.72189343,14893.90301,30.38442789,13971.4027,30.38442789,13971.4027
5 74  3,0.6347514563,0.6847514563,0.6597514563,13972.19384,13972.64065,13971.32898,1741.221095,-2288.610062,14723.33804,0.6571853707,13971.31721,0.6571853707,13971.31721
5 74  5,2.365653147,2.415653147,2.390653147,13971.34064,13971.3582,13971.33893,16.78972691,-79.92571431,14066.45656,2.380196972,13971.33678,2.380196972,13971.33678
5 74  7,1.032699018,1.082699018,1.057699018,13971.45577,13971.39684,13971.3982,44.95884336,-96.28456052,14022.94161,1.070807802,13971.39017,1.070807802,13971.39017
5 95  1,89.5,90.0,89.75,13975.27522,13969.83868,13971.38133,18.80998092,-3387.264659,166462.8125,90.03902433,13969.80972,90.0,13969.83837
5 95  2,31.37631321,31.87631321,31.62631321,13972.66887,13965.37103,13969.75209,-11.71429957,726.3645327,2714.439785,31.00332754,13974.29823,31.87631321,13965.37072
5 95  3,1.930505645,1.980505645,1.955505645,13961.70199,13967.35296,13965.46721,-1503.578037,5993.530039,7994.771297,1.993089115,13967.59073,1.930505645,13961.70168
5 95  5,-0.015,0.035,0.01,13950.57441,13978.56098,13961.7276,4544.159949,468.8481524,13956.5847,-0.05158798961,13944.49092,0.01,13961.72728
5 95  7,1.668389406,1.718389406,1.693389406,13965.10877,13963.10732,13961.7276,3808.716265,-12939.3084,24951.2637,1.698644307,13961.62211,1.698644307,13961.62211
5102  1,22.92684822,23.42684822,23.17684822,13966.85669,13956.90004,13961.7353,2.289051905,-126.0193149,15652.8643,27.52653065,13918.42673,23.66111671,13952.62842
5102  2,14.95758098,15.45758098,15.20758098,13916.00667,13999.00158,13952.60742,78.34726585,-2216.954973,29547.71684,14.14825998,13864.68887,14.80800517,13898.79059
5102  3,2.243888782,2.293888782,2.268888782,13893.89174,13903.94156,13898.7158,321.3484609,-1257.211416,15096.93298,1.956149739,13867.28578,2.221449894,13889.90363
5102  5,-0.015,0.035,0.01,13839.43602,13980.35034,13890.02184,31794.15434,2182.403252,13865.01839,-0.0343208256,13827.56714,0.01,13890.02153
5102  7,2.923806171,2.973806171,2.948806171,13902.43709,13880.88068,13890.02184,2619.276097,-15878.6033,37937.14036,3.031105295,13872.28079,3.0,13874.81504
3 18  1,142.9601863,143.2101863,143.0851863,13871.77098,13878.07738,13874.76666,10.08167081,-2859.849882,216671.1377,141.8341233,13858.98693,141.8341233,13858.98693
3 18  4,-0.9747787967,-0.9797787967,-0.9772787967,13874.58556,13862.11284,13869.82771,-236562.392,-459880.2753,-209626.8607,-0.9720063095,13876.40363,-0.9797787967,13862.11253
3 18  8,0.99875,1.00125,1.0,13863.31531,13859.85799,13862.01495,-274111.7966,546840.6635,-258866.852,0.9974774352,13863.75891,1.0,13862.01464
3 18  9,1.713512177,1.723512177,1.718512177,13864.96798,13855.95559,13862.01495,-62126.54328,212629.2036,-168066.5281,1.711258927,13865.2831,1.723512177,13855.95528
3 18 13,-0.08481179651,-0.08581179651,-0.08531179651,13842.60922,13880.25511,13856.03057,21606409.28,3648917.293,167898.0561,-0.08444062238,13839.63219,-0.08444062238,13839.63219
3 18 14,4.667881088,4.672881088,4.670381088,13834.98177,13834.60168,13835.16099,-59082.14607,551796.2578,-1274536.727,4.669737768,13835.18513,4.672881088,13834.60137
4 12  1,0.2662932255,0.2672932255,0.2667932255,13835.13874,13834.06866,13834.59995,15007.49671,-9077.875825,15188.30274,0.3024447048,13815.52469,0.2699661577,13831.35544
4 12  2,1.533641676,1.534641676,1.534141676,13832.87996,13829.66315,13831.24305,114039.0572,-353120.9432,287167.5362,1.548245627,13808.55792,1.548245627,13808.55792
4 12  3,12.6914223,12.7039223,12.6976723,13825.41313,13824.18603,13825.20565,-10395.38625,263896.2484,-1660985.586,12.6929506,13825.4371,12.7039223,13824.18572
3 17  1,9.875,10.125,10.0,13824.2643,13824.2643,13824.2643,,,,10.0,,10.0,
3 17  4,0.3541,0.3591,0.3566,13824.2643,13824.2643,13824.2643,,,,0.3566,,0.3566,
3 17  8,0.23895,0.24145,0.2402,13824.2643,13824.2643,13824.2643,,,,0.2402,,0.2402,
3 17  9,1.9175,1.9275,1.9225,13824.2643,13824.2643,13824.2643,,,,1.9225,,1.9225,
3 17 13,-0.1345,-0.1355,-0.135,13824.2643,13824.2643,13824.2643,,,,-0.135,,-0.135,
3 17 14,5.5964,5.6014,5.5989,13824.2643,13824.2643,13824.2643,,,,5.5989,,5.5989,
3 10  1,199.875,200.125,200.0,13848.51826,13800.85482,13824.2643,27.02317018,-10999.9218,1132881.816,203.5275973,13487.98922,200.0,13824.26399
3 10  4,-0.3305085002,-0.3355085002,-0.3330085002,13834.41302,13815.23631,13824.2643,89657.94114,63549.05592,25044.0531,-0.354397252,13783.2474,-0.3388635852,13804.88139
3 10  8,0.5238617763,0.5263617763,0.5251117763,13807.86149,13801.3513,13804.73292,-80979.90001,82442.92235,-7157.426305,0.5090332436,13825.66747,0.5263617763,13801.35099
3 10  9,2.345314225,2.355314225,2.350314225,13800.10534,13802.50714,13801.27928,1078.426888,-4829.103717,19193.98516,2.238957398,13787.90611,2.321861082,13795.31816
3 10 13,-0.04407048527,-0.04507048527,-0.04457048527,13791.30977,13804.49586,13795.38931,10054022.01,883039.1919,33180.27678,-0.04391472341,13791.06554,-0.04391472341,13791.06554
3 10 14,4.854959033,4.859959033,4.857459033,13796.12202,13786.99717,13791.53702,3611.025077,-36905.78319,107858.0616,5.110153268,13560.95697,4.908558623,13707.71047
4 13  1,0.3130663801,0.3140663801,0.3135663801,13702.08071,13706.40882,13703.7611,1934674.65,-1208969.749,202571.3209,0.3124478187,13701.34017,0.3124478187,13701.34017
4 13  2,1.814817281,1.815817281,1.815317281,13699.69221,13700.6616,13700.19671,-79234.69231,288641.6067,-249167.7307,1.821434515,13703.16141,1.814817281,13699.6919
4 13  3,10.02691931,10.03941931,10.03316931,13697.13373,13702.21044,13699.7387,-1705.219912,34623.65698,-162030.1873,10.15225565,13723.92106,10.02691931,13697.13342
4 13  4,1.413762979,1.414762979,1.414262979,13700.60022,13693.50629,13697.15512,-407471.1354,1145448.756,-791269.3907,1.405558157,13728.0305,1.414762979,13693.50598
5 71  1,89.75,90.25,90.0,13710.74068,13676.64446,13693.50303,3.03259778,-614.0600419,44394.86478,101.2432387,13310.15079,90.0,13693.50273
5 71  2,13.10227937,13.60227937,13.35227937,13701.82624,13689.52476,13693.50303,34.75946454,-952.8391345,20219.04307,13.70618258,13689.14919,13.70618258,13689.14919
5 71  3,3.569089965,3.619089965,3.594089965,13689.70213,13687.31223,13687.55939,1516.469907,-10948.45656,33448.32348,3.609849594,13687.18244,3.609849594,13687.18244
5 71  5,0.05362204612,0.1036220461,0.07862204612,13697.35639,13696.18539,13688.09004,13889.35701,-2207.439225,13775.78739,0.07946513372,13688.07986,0.07946513372,13688.07986
5 71  7,1.695439393,1.745439393,1.720439393,13687.21545,13692.41295,13687.69058,3397.803582,-11587.48026,23566.04949,1.705142746,13686.89523,1.705142746,13686.89523
5 73  1,47.05746921,47.55746921,47.30746921,13689.04201,13689.04168,13689.04171,0.00223499343,-0.2121325989,13694.07525,47.45709677,13689.04135,47.45709677,13689.04135
5 73  2,0.0738725125,0.5738725125,0.3238725125,13689.06028,13689.11322,13689.08673,0.0002350178984,0.1057209299,13689.05247,-224.9210181,13677.16273,0.2,13689.07332
5 73  3,0.2449,0.2949,0.2699,13689.12125,13689.12486,13689.12307,-0.02195919515,0.08397732747,13689.10201,1.912122164,13689.18199,0.2449,13689.12095
5 73  5,1.2359,1.2859,1.2609,13688.98788,13688.98802,13688.98795,-0.003102229675,0.01062406332,13688.97949,1.712327009,13688.98828,1.2359,13688.98758
5 73  7,2.975,3.025,3.0,13689.04777,13689.04527,13689.04648,0.06285295385,-0.4271466097,13689.76225,3.397983575,13689.03622,3.0,13689.04618
5 74  1,63.21712029,63.71712029,63.46712029,13689.08686,13689.07975,13689.04648,0.5891840837,-74.80185255,16063.22677,63.4791864,13689.04609,63.4791864,13689.04609
5 74  2,30.13442789,30.63442789,30.38442789,13689.2044,13689.06178,13689.07165,0.9831327552,-60.02909843,14605.38007,30.52949773,13689.05065,30.52949773,13689.05065
5 74  3,0.6321853707,0.6821853707,0.6571853707,13689.96426,13690.41747,13689.10041,1744.737692,-2284.16801,14436.68289,0.6545877987,13689.08833,0.6545877987,13689.08833
5 74  5,2.355196972,2.405196972,2.380196972,13688.95749,13688.97296,13688.9545,17.16375024,-81.39694419,13785.45682,2.371187621,13688.9528,2.371187621,13688.9528
5 74  7,1.045807802,1.095807802,1.070807802,13689.1029,13688.9797,13689.01166,47.42756605,-104.0355887,13746.03194,1.096783974,13688.97935,1.096783974,13688.97935
5 95  1,89.75,90.25,90.0,13692.97385,13687.70375,13689.00485,21.34321852,-3852.31953,187517.6925,90.24692143,13687.70324,90.0,13689.00454
5 95  2,31.62631321,32.12631321,31.87631321,13692.5551,13681.38582,13689.00485,-32.55019104,2052.821611,-18673.15204,31.53317301,13692.83717,32.12631321,13681.38552
5 95  3,1.905505645,1.955505645,1.930505645,13679.06893,13680.94841,13681.09127,-1732.164226,6725.495255,7153.004504,1.941356124,13681.2949,1.905505645,13679.06862
5 95  5,-0.015,0.035,0.01,13667.78558,13695.47312,13679.0271,4163.591251,470.4790863,13673.90595,-0.05649919239,13660.6148,0.01,13679.0268
5 95  7,1.673644307,1.723644307,1.698644307,13682.55699,13678.81369,13679.0271,2653.169892,-9088.449872,21461.63428,1.712753092,13678.49866,1.712753092,13678.49866
5102  1,23.41111671,23.91111671,23.66111671,13680.57148,13677.05601,13678.64725,2.663937297,-133.0943968,15336.40815,24.98076756,13674.00775,24.15022787,13675.84533
5102  2,14.55800517,15.05800517,14.80800517,13658.71296,13702.19692,13675.87508,73.27773991,-2083.226387,28456.17796,14.21459224,13650.07083,14.41242512,13652.93876
5102  3,2.196449894,2.246449894,2.221449894,13652.42409,13653.82615,13652.884,385.7874029,-1685.973632,15494.39098,2.185107159,13652.37415,2.185107159,13652.37415
5102  5,-0.015,0.035,0.01,13637.2623,13702.77951,13652.34125,28287.44897,744.5952161,13642.06655,-0.01316122951,13637.16636,0.01,13652.34095
5102  7,2.975,3.025,3.0,13657.27955,13650.56883,13652.34125,2532.70214,-15330.42731,36849.30391,3.026496299,13650.56285,3.0,13652.34095
3 18  1,141.7091233,141.9591233,141.8341233,13650.46545,13653.42483,13652.34125,-25.35108333,7203.134863,-498012.2991,142.0675947,13653.72281,141.7091233,13650.46515
3 18  4,-0.9772787967,-0.9822787967,-0.9797787967,13656.85058,13644.6951,13650.52064,40351.81888,81502.8087,54768.85051,-1.009902539,13613.90349,-0.9921015846,13626.68993
3 18  8,0.99875,1.00125,1.0,13635.26426,13631.94443,13634.03413,-275066.1279,548804.3223,-260104.1602,0.9975861558,13635.63654,1.0,13634.03383
3 18  9,1.718512177,1.728512177,1.723512177,13636.86849,13629.97703,13634.03413,-24454.88111,83607.42523,-57821.29824,1.709422034,13638.88891,1.728512177,13629.97673
3 18 13,-0.08394062238,-0.08494062238,-0.08444062238,13620.24998,13641.92753,13631.5556,-1867399.027,-337046.2213,-1513.873624,-0.09024483158,13694.46581,-0.08394062238,13620.24967
3 18 14,4.670381088,4.675381088,4.672881088,13620.59854,13619.52663,13620.04405,2964.898943,-27923.62199,79362.81645,4.709034359,13616.16845,4.709034359,13616.16845
4 12  1,0.2694661577,0.2704661577,0.2699661577,13625.28183,13625.07618,13625.25314,-296535.5649,159903.4905,-7931.253903,0.269619414,13625.28849,0.2704661577,13625.07588
4 12  2,1.547745627,1.548745627,1.548245627,13625.44266,13624.77218,13625.11716,-38945.98116,119925.4095,-78692.84392,1.5396378,13628.00255,1.548745627,13624.77188
4 12  3,12.6976723,12.7101723,12.7039223,13625.14265,13624.37613,13624.79961,-1029.644573,26099.72752,-151770.142,12.67414416,13625.71233,12.7101723,13624.37582
3 17  1,9.875,10.125,10.0,13624.36431,13624.36431,13624.36431,,,,10.0,,10.0,
3 17  4,0.3541,0.3591,0.3566,13624.36431,13624.36431,13624.36431,,,,0.3566,,0.3566,
3 17  8,0.23895,0.24145,0.2402,13624.36431,13624.36431,13624.36431,,,,0.2402,,0.2402,
3 17  9,1.9175,1.9275,1.9225,13624.36431,13624.36431,13624.36431,,,,1.9225,,1.9225,
3 17 13,-0.1345,-0.1355,-0.135,13624.36431,13624.36431,13624.36431,,,,-0.135,,-0.135,
3 17 14,5.5964,5.6014,5.5989,13624.36431,13624.36431,13624.36431,,,,5.5989,,5.5989,
3 10  1,199.875,200.125,200.0,13646.65755,13602.93585,13624.36431,27.67330209,-11244.20766,1155533.812,203.1598474,13348.05618,200.0,13624.364
3 10  4,-0.3363635852,-0.3413635852,-0.3388635852,13638.91362,13617.58443,13624.36431,621555.1812,425510.6709,86442.16841,-0.3422951685,13617.04471,-0.3422951685,13617.04471
3 10  8,0.5251117763,0.5276117763,0.5263617763,13618.34389,13612.53068,13615.31401,78894.71072,-85379.60552,36697.56509,0.541098413,13598.18026,0.532887894,13603.49876
3 10  9,2.316861082,2.326861082,2.321861082,13599.60515,13601.17154,13600.36108,1090.465178,-4907.179021,19115.4089,2.250039303,13594.73576,2.293692472,13596.81375
3 10 13,-0.04341472341,-0.04441472341,-0.04391472341,13594.74891,13603.74965,13596.84585,9613716.663,835366.675,31741.66155,-0.04344660365,13594.73883,-0.04344660365,13594.73883
3 10 14,4.906058623,4.911058623,4.908558623,13598.65162,13590.87148,13594.73544,4177.12617,-42563.36591,121876.0525,5.094814494,13449.82542,4.960169209,13525.55401
4 13  1,0.3119478187,0.3129478187,0.3124478187,13516.27308,13521.7823,13519.76175,-2936251.007,1840359.66,-274849.09,0.3133859563,13522.34565,0.3119478187,13516.27278
4 13  2,1.814317281,1.815317281,1.814817281,13514.04831,13517.3629,13516.32169,-2464356.305,8948027.399,-8109008.737,1.815489786,13517.43593,1.814317281,13514.04801
4 13  3,10.02066931,10.03316931,10.02691931,13506.18679,13518.01462,13514.08414,-50775.90548,1019198.041,-5100938.047,10.03623699,13518.49215,10.02066931,13506.18649
